Team	|	Lineup
IND		|	('Oshae Brissett', 'Jalen Smith', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Terry Taylor', 'Jalen Smith', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Isaiah Jackson', 'Malcolm Brogdon', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Jalen Smith', 'Isaiah Jackson', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Malcolm Brogdon', 'Oshae Brissett', 'Isaiah Jackson', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Isaiah Jackson', 'Chris Duarte', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Terry Taylor', 'Isaiah Jackson', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Goga Bitadze', 'Malcolm Brogdon', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Justin Anderson', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Justin Anderson', 'Oshae Brissett', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Justin Anderson', 'Jalen Smith', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Justin Anderson', 'Goga Bitadze', 'Tyrese Haliburton', 'Keifer Sykes')
IND		|	('Terry Taylor', 'Justin Anderson', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Terry Taylor', 'Oshae Brissett', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Oshae Brissett', 'Terry Taylor', 'Goga Bitadze', 'Buddy Hield', 'Tyrese Haliburton')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Isaiah Jackson', 'Tyrese Haliburton', 'T.J. McConnell')
IND		|	('Buddy Hield', 'Oshae Brissett', 'Isaiah Jackson', 'T.J. McConnell', 'Tyrese Haliburton')
LAC		|	('Robert Covington', 'Kawhi Leonard', 'Ivica Zubac', 'Paul George', 'Russell Westbrook')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Norman Powell', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Nicolas Batum', 'Ivica Zubac', 'Norman Powell', 'Reggie Jackson')
LAC		|	('Paul George', 'Terance Mann', 'Ivica Zubac', 'Norman Powell', 'Reggie Jackson')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Terance Mann', 'Reggie Jackson')
LAC		|	('Luke Kennard', 'Marcus Morris Sr.', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Paul George', 'Ivica Zubac', 'Terance Mann', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Paul George', 'Ivica Zubac', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Kawhi Leonard', 'Marcus Morris Sr.', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Kawhi Leonard', 'Marcus Morris Sr.', 'Ivica Zubac', 'Terance Mann', 'Reggie Jackson')
LAC		|	('Amir Coffey', 'Marcus Morris Sr.', 'Ivica Zubac', 'Terance Mann', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Ivica Zubac', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Kawhi Leonard', 'Nicolas Batum', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Nicolas Batum', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Kawhi Leonard', 'John Wall')
LAC		|	('Amir Coffey', 'Marcus Morris Sr.', 'Moses Brown', 'Terance Mann', 'John Wall')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Moussa Diabate', 'Kawhi Leonard', 'John Wall')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Ivica Zubac', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Ivica Zubac', 'Kawhi Leonard', 'Terance Mann')
LAC		|	('Marcus Morris Sr.', 'Nicolas Batum', 'Ivica Zubac', 'Kawhi Leonard', 'Terance Mann')
LAC		|	('Kawhi Leonard', 'Nicolas Batum', 'Ivica Zubac', 'Amir Coffey', 'Terance Mann')
LAC		|	('Kawhi Leonard', 'Marcus Morris Sr.', 'Ivica Zubac', 'Paul George', 'Terance Mann')
LAC		|	('Marcus Morris Sr.', 'Nicolas Batum', 'Ivica Zubac', 'Norman Powell', 'Terance Mann')
LAC		|	('Kawhi Leonard', 'Paul George', 'Ivica Zubac', 'Luke Kennard', 'Terance Mann')
LAC		|	('Paul George', 'Kawhi Leonard', 'Ivica Zubac', 'Luke Kennard', 'Terance Mann')
LAC		|	('Amir Coffey', 'Nicolas Batum', 'Ivica Zubac', 'Terance Mann', 'Norman Powell')
LAC		|	('Marcus Morris Sr.', 'Kawhi Leonard', 'Ivica Zubac', 'Paul George', 'Terance Mann')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Brandon Boston Jr.', 'Terance Mann')
LAC		|	('Marcus Morris Sr.', 'Kawhi Leonard', 'Mason Plumlee', 'Paul George', 'Russell Westbrook')
LAC		|	('Kawhi Leonard', 'Marcus Morris Sr.', 'Mason Plumlee', 'Paul George', 'Russell Westbrook')
LAC		|	('Marcus Morris Sr.', 'Kawhi Leonard', 'Ivica Zubac', 'Paul George', 'Russell Westbrook')
LAC		|	('Paul George', 'Kawhi Leonard', 'Mason Plumlee', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Paul George', 'Nicolas Batum', 'Mason Plumlee', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Marcus Morris Sr.', 'Paul George', 'Ivica Zubac', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Marcus Morris Sr.', 'Kawhi Leonard', 'Ivica Zubac', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Nicolas Batum', 'Kawhi Leonard', 'Ivica Zubac', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Terance Mann', 'Nicolas Batum', 'Ivica Zubac', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Nicolas Batum', 'Kawhi Leonard', 'Ivica Zubac', 'Norman Powell', 'Russell Westbrook')
LAC		|	('Kawhi Leonard', 'Nicolas Batum', 'Ivica Zubac', 'Eric Gordon', 'Russell Westbrook')
LAC		|	('Paul George', 'Marcus Morris Sr.', 'Ivica Zubac', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Paul George', 'Nicolas Batum', 'Ivica Zubac', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Amir Coffey', 'Paul George', 'Ivica Zubac', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Paul George', 'Amir Coffey', 'Ivica Zubac', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Serge Ibaka', 'Ivica Zubac', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Serge Ibaka', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Ivica Zubac', 'Terance Mann', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Justise Winslow', 'Ivica Zubac', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Paul George', 'Terance Mann', 'Ivica Zubac', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Paul George', 'Nicolas Batum', 'Ivica Zubac', 'Terance Mann', 'Eric Bledsoe')
LAC		|	('Terance Mann', 'Nicolas Batum', 'Ivica Zubac', 'Luke Kennard', 'Eric Bledsoe')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Ivica Zubac', 'Luke Kennard', 'Eric Bledsoe')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Serge Ibaka', 'Luke Kennard', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Amir Coffey', 'Serge Ibaka', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Serge Ibaka', 'Eric Bledsoe', 'Reggie Jackson')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Ivica Zubac', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Marcus Morris Sr.', 'Nicolas Batum', 'Ivica Zubac', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Serge Ibaka', 'Ivica Zubac', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Nicolas Batum', 'Ivica Zubac', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Terance Mann', 'Marcus Morris Sr.', 'Serge Ibaka', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Serge Ibaka', 'Amir Coffey', 'Reggie Jackson')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Ivica Zubac', 'Norman Powell', 'Reggie Jackson')
LAC		|	('Amir Coffey', 'Nicolas Batum', 'Ivica Zubac', 'Luke Kennard', 'Terance Mann')
LAC		|	('Nicolas Batum', 'Marcus Morris Sr.', 'Ivica Zubac', 'Paul George', 'Reggie Jackson')
LAC		|	('Amir Coffey', 'Robert Covington', 'Ivica Zubac', 'Luke Kennard', 'Terance Mann')
LAL		|	('Taurean Prince', 'LeBron James', 'Anthony Davis', 'Austin Reaves', "D'Angelo Russell")
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Russell Westbrook', 'Patrick Beverley')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Patrick Beverley', 'Russell Westbrook')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Austin Reaves', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Damian Jones', 'Lonnie Walker IV', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Anthony Davis', 'Lonnie Walker IV', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Anthony Davis', 'Lonnie Walker IV', 'Kendrick Nunn')
LAL		|	('Troy Brown Jr.', 'Wenyen Gabriel', 'Anthony Davis', 'Austin Reaves', 'Kendrick Nunn')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Anthony Davis', 'Austin Reaves', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'Wenyen Gabriel', 'Anthony Davis', 'Lonnie Walker IV', 'Patrick Beverley')
LAL		|	('Lonnie Walker IV', 'Troy Brown Jr.', 'Anthony Davis', 'Austin Reaves', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'Lonnie Walker IV', 'Anthony Davis', 'Austin Reaves', 'Patrick Beverley')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Anthony Davis', 'Lonnie Walker IV', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Thomas Bryant', 'Lonnie Walker IV', 'Dennis Schroder')
LAL		|	('Austin Reaves', 'LeBron James', 'Anthony Davis', 'Dennis Schroder', 'Patrick Beverley')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Troy Brown Jr.', 'Patrick Beverley')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Dennis Schroder', 'Patrick Beverley')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Anthony Davis', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Austin Reaves', 'Juan Toscano-Anderson', 'Thomas Bryant', 'Lonnie Walker IV', 'Dennis Schroder')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Thomas Bryant', 'Austin Reaves', 'Dennis Schroder')
LAL		|	('Lonnie Walker IV', 'Troy Brown Jr.', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Lonnie Walker IV', 'LeBron James', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Austin Reaves', 'LeBron James', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'LeBron James', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Austin Reaves', 'Juan Toscano-Anderson', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Juan Toscano-Anderson', 'LeBron James', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Max Christie', 'Juan Toscano-Anderson', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Juan Toscano-Anderson', 'LeBron James', 'Thomas Bryant', 'Max Christie', 'Dennis Schroder')
LAL		|	('Juan Toscano-Anderson', 'LeBron James', 'Thomas Bryant', 'Troy Brown Jr.', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Rui Hachimura', 'Thomas Bryant', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Rui Hachimura', 'LeBron James', 'Anthony Davis', 'Troy Brown Jr.', 'Dennis Schroder')
LAL		|	('Anthony Davis', 'Dennis Schroder', 'Troy Brown Jr.', 'Rui Hachimura', 'Russell Westbrook')
LAL		|	('Rui Hachimura', 'LeBron James', 'Anthony Davis', 'Patrick Beverley', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Rui Hachimura', 'Anthony Davis', 'Max Christie', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Rui Hachimura', 'Anthony Davis', "D'Angelo Russell", 'Dennis Schroder')
LAL		|	('Jarred Vanderbilt', 'LeBron James', 'Anthony Davis', 'Malik Beasley', "D'Angelo Russell")
LAL		|	('Jarred Vanderbilt', 'LeBron James', 'Anthony Davis', 'Malik Beasley', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Jarred Vanderbilt', 'Anthony Davis', 'Malik Beasley', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Jarred Vanderbilt', 'Mo Bamba', 'Malik Beasley', 'Dennis Schroder')
LAL		|	('Troy Brown Jr.', 'Jarred Vanderbilt', 'Anthony Davis', 'Malik Beasley', "D'Angelo Russell")
LAL		|	('Troy Brown Jr.', 'Rui Hachimura', 'Jarred Vanderbilt', 'Malik Beasley', "D'Angelo Russell")
LAL		|	('Troy Brown Jr.', 'Jarred Vanderbilt', 'Anthony Davis', 'Austin Reaves', "D'Angelo Russell")
LAL		|	('Troy Brown Jr.', 'Jarred Vanderbilt', 'Anthony Davis', 'Austin Reaves', 'Dennis Schroder')
LAL		|	('Jarred Vanderbilt', 'LeBron James', 'Anthony Davis', 'Austin Reaves', "D'Angelo Russell")
LAL		|	('Jarred Vanderbilt', 'LeBron James', 'Anthony Davis', 'Austin Reaves', 'Dennis Schroder')
LAL		|	('LeBron James', 'Anthony Davis', 'DeAndre Jordan', 'Kent Bazemore', 'Russell Westbrook')
LAL		|	('Kent Bazemore', 'Anthony Davis', 'DeAndre Jordan', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Kent Bazemore', 'LeBron James', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Kent Bazemore', 'Anthony Davis', 'DeAndre Jordan', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Wayne Ellington', 'Kent Bazemore', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'Carmelo Anthony', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'LeBron James', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('LeBron James', 'Anthony Davis', 'DeAndre Jordan', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Anthony Davis', 'Talen Horton-Tucker', 'DeAndre Jordan', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'LeBron James', 'DeAndre Jordan', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'Anthony Davis', 'DeAndre Jordan', 'Wayne Ellington', 'Russell Westbrook')
LAL		|	('LeBron James', 'Anthony Davis', 'Dwight Howard', 'Talen Horton-Tucker', 'Russell Westbrook')
LAL		|	('LeBron James', 'Talen Horton-Tucker', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'LeBron James', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Wayne Ellington', 'LeBron James', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Kent Bazemore', 'LeBron James', 'Anthony Davis', 'Wayne Ellington', 'Russell Westbrook')
LAL		|	('LeBron James', 'Wayne Ellington', 'DeAndre Jordan', 'Russell Westbrook', 'Isaiah Thomas')
LAL		|	('Talen Horton-Tucker', 'LeBron James', 'DeAndre Jordan', 'Wayne Ellington', 'Russell Westbrook')
LAL		|	('Talen Horton-Tucker', 'LeBron James', 'Dwight Howard', 'Wayne Ellington', 'Russell Westbrook')
LAL		|	('Malik Monk', 'Stanley Johnson', 'LeBron James', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Malik Monk', 'LeBron James', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Malik Monk', 'Trevor Ariza', 'LeBron James', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Trevor Ariza', 'LeBron James', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('LeBron James', 'Trevor Ariza', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('LeBron James', 'Stanley Johnson', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Malik Monk', 'Stanley Johnson', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Wayne Ellington', 'Stanley Johnson', 'DeAndre Jordan', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('LeBron James', 'Stanley Johnson', 'Anthony Davis', 'Malik Monk', 'Russell Westbrook')
LAL		|	('LeBron James', 'Trevor Ariza', 'Anthony Davis', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Trevor Ariza', 'LeBron James', 'Anthony Davis', 'Malik Monk', 'Avery Bradley')
LAL		|	('Stanley Johnson', 'LeBron James', 'Anthony Davis', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('LeBron James', 'Trevor Ariza', 'Dwight Howard', 'Austin Reaves', 'Russell Westbrook')
LAL		|	('Austin Reaves', 'Stanley Johnson', 'LeBron James', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Austin Reaves', 'LeBron James', 'Dwight Howard', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Austin Reaves', 'Talen Horton-Tucker', 'Dwight Howard', 'Malik Monk', 'Russell Westbrook')
LAL		|	('LeBron James', 'Wenyen Gabriel', 'Dwight Howard', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Wenyen Gabriel', 'LeBron James', 'Dwight Howard', 'Austin Reaves', 'Russell Westbrook')
LAL		|	('Stanley Johnson', 'Wenyen Gabriel', 'Dwight Howard', 'Austin Reaves', 'Russell Westbrook')
LAL		|	('LeBron James', 'Wenyen Gabriel', 'Dwight Howard', 'Austin Reaves', 'Russell Westbrook')
LAL		|	('Austin Reaves', 'Stanley Johnson', 'Dwight Howard', 'Malik Monk', 'Russell Westbrook')
LAL		|	('Trevor Ariza', 'Stanley Johnson', 'Dwight Howard', 'Malik Monk', 'Russell Westbrook')
LAL		|	('LeBron James', 'Anthony Davis', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Malik Monk', 'Anthony Davis', 'Dwight Howard', 'Avery Bradley', 'Russell Westbrook')
LAL		|	('Austin Reaves', 'Stanley Johnson', 'Dwight Howard', 'Malik Monk', 'Talen Horton-Tucker')
LAL		|	('Austin Reaves', 'Stanley Johnson', 'Wenyen Gabriel', 'Malik Monk', 'Talen Horton-Tucker')
MEM		|	('Ziaire Williams', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Marcus Smart')
MEM		|	('Desmond Bane', 'Santi Aldama', 'Steven Adams', 'John Konchar', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Steven Adams', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Steven Adams', 'John Konchar', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Brandon Clarke', 'Desmond Bane', 'Ja Morant')
MEM		|	('Santi Aldama', 'Dillon Brooks', 'Steven Adams', 'John Konchar', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Steven Adams', 'John Konchar', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Steven Adams', 'John Konchar', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Brandon Clarke', 'John Konchar', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Steven Adams', 'David Roddy', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Brandon Clarke', 'John Konchar', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Ziaire Williams', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Desmond Bane', 'Jaren Jackson Jr.', 'Steven Adams', 'Dillon Brooks', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Brandon Clarke', 'Desmond Bane', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Brandon Clarke', 'Ziaire Williams', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Xavier Tillman', 'Desmond Bane', 'Ja Morant')
MEM		|	('Santi Aldama', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Tyus Jones')
MEM		|	('David Roddy', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Santi Aldama', 'Xavier Tillman', 'Luke Kennard', 'Ja Morant')
MEM		|	('Luke Kennard', 'Jaren Jackson Jr.', 'Xavier Tillman', 'Desmond Bane', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Jaren Jackson Jr.', 'Santi Aldama', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Luke Kennard', 'Dillon Brooks', 'Jaren Jackson Jr.', 'Desmond Bane', 'Ja Morant')
MEM		|	('David Roddy', 'Vince Williams Jr.', 'Kenneth Lofton Jr.', 'Ziaire Williams', 'John Konchar')
MEM		|	('Desmond Bane', 'Jaren Jackson Jr.', 'Steven Adams', "De'Anthony Melton", 'Ja Morant')
MEM		|	('Kyle Anderson', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Desmond Bane', 'Jaren Jackson Jr.', 'Steven Adams', "De'Anthony Melton", 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Kyle Anderson', 'Steven Adams', 'Desmond Bane', 'Tyus Jones')
MEM		|	('John Konchar', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Killian Tillie', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Ziaire Williams', 'Jaren Jackson Jr.', 'Steven Adams', 'Dillon Brooks', 'Ja Morant')
MEM		|	('Dillon Brooks', 'Killian Tillie', 'Jaren Jackson Jr.', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Kyle Anderson', 'Ziaire Williams', 'Jaren Jackson Jr.', 'Desmond Bane', 'Ja Morant')
MEM		|	('Ziaire Williams', 'Kyle Anderson', 'Jaren Jackson Jr.', 'Desmond Bane', 'Ja Morant')
MEM		|	('Ziaire Williams', 'Brandon Clarke', 'Jaren Jackson Jr.', 'Desmond Bane', 'Ja Morant')
MEM		|	('Ziaire Williams', 'Jaren Jackson Jr.', 'Steven Adams', 'John Konchar', 'Ja Morant')
MEM		|	('Jaren Jackson Jr.', 'Ziaire Williams', 'Steven Adams', 'Desmond Bane', 'Ja Morant')
MEM		|	('Ziaire Williams', 'Jaren Jackson Jr.', 'Steven Adams', 'Desmond Bane', 'Tyus Jones')
MEM		|	('Dillon Brooks', 'Kyle Anderson', 'Xavier Tillman', 'Ziaire Williams', "De'Anthony Melton")
MEM		|	('Ziaire Williams', 'Kyle Anderson', 'Xavier Tillman', 'John Konchar', "De'Anthony Melton")
MIA		|	('Jimmy Butler', 'Kevin Love', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jaime Jaquez Jr.', 'Nikola Jovic', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Max Strus', 'Jimmy Butler', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Jimmy Butler', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Max Strus', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Max Strus', 'Caleb Martin', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Jimmy Butler', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Jimmy Butler', 'Nikola Jovic', 'Max Strus', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Haywood Highsmith', 'Nikola Jovic', 'Max Strus', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Nikola Jovic', 'Bam Adebayo', 'Max Strus', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Nikola Jovic', 'Bam Adebayo', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Bam Adebayo', 'Tyler Herro', 'Dru Smith')
MIA		|	('Jimmy Butler', 'Caleb Martin', 'Udonis Haslem', 'Max Strus', 'Tyler Herro')
MIA		|	('Jimmy Butler', 'Bam Adebayo', 'Nikola Jovic', 'Tyler Herro', 'Max Strus')
MIA		|	('Max Strus', 'Haywood Highsmith', 'Bam Adebayo', 'Tyler Herro', 'Victor Oladipo')
MIA		|	('Max Strus', 'Caleb Martin', 'Nikola Jovic', 'Tyler Herro', 'Kyle Lowry')
MIA		|	('Caleb Martin', 'Jimmy Butler', 'Bam Adebayo', 'Tyler Herro', 'Gabe Vincent')
