Team	|	Lineup
CHI		|	('Alex Caruso', 'Troy Brown Jr.', 'Nikola Vucevic', 'Zach LaVine', 'Lonzo Ball')
CHI		|	('Derrick Jones Jr.', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Lonzo Ball')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Ayo Dosunmu')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Alex Caruso', 'Lonzo Ball')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Coby White')
CHI		|	('Derrick Jones Jr.', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Coby White')
CHI		|	('DeMar DeRozan', 'Derrick Jones Jr.', 'Nikola Vucevic', 'Zach LaVine', 'Lonzo Ball')
CHI		|	('Troy Brown Jr.', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Lonzo Ball')
CHI		|	('DeMar DeRozan', 'Alfonzo McKinnie', 'Nikola Vucevic', 'Ayo Dosunmu', 'Coby White')
CHI		|	('Alfonzo McKinnie', 'DeMar DeRozan', 'Nikola Vucevic', 'Ayo Dosunmu', 'Coby White')
CHI		|	('DeMar DeRozan', 'Tyler Cook', 'Nikola Vucevic', 'Ayo Dosunmu', 'Coby White')
CHI		|	('Nikola Vucevic', 'Zach LaVine', 'Coby White', 'Javonte Green', 'Troy Brown Jr.')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Troy Brown Jr.', 'Ayo Dosunmu')
CHI		|	('Troy Brown Jr.', 'DeMar DeRozan', 'Nikola Vucevic', 'Coby White', 'Ayo Dosunmu')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Coby White', 'Ayo Dosunmu')
CHI		|	('DeMar DeRozan', 'Nikola Vucevic', 'Tristan Thompson', 'Zach LaVine', 'Ayo Dosunmu')
CHI		|	('DeMar DeRozan', 'Javonte Green', 'Tristan Thompson', 'Zach LaVine', 'Ayo Dosunmu')
CHI		|	('Javonte Green', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Alex Caruso')
CHI		|	('Zach LaVine', 'Javonte Green', 'Nikola Vucevic', 'Ayo Dosunmu', 'Alex Caruso')
CHI		|	('Zach LaVine', 'DeMar DeRozan', 'Nikola Vucevic', 'Alex Caruso', 'Ayo Dosunmu')
CHI		|	('DeMar DeRozan', 'Zach LaVine', 'Nikola Vucevic', 'Alex Caruso', 'Ayo Dosunmu')
CHI		|	('Zach LaVine', 'DeMar DeRozan', 'Nikola Vucevic', 'Ayo Dosunmu', 'Alex Caruso')
CHI		|	('Alex Caruso', 'DeMar DeRozan', 'Nikola Vucevic', 'Zach LaVine', 'Ayo Dosunmu')
CHI		|	('Javonte Green', 'Patrick Williams', 'Tristan Thompson', 'Troy Brown Jr.', 'Ayo Dosunmu')
CLE		|	('Max Strus', 'Isaac Okoro', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Evan Mobley', 'Max Strus', 'Donovan Mitchell')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Evan Mobley', 'Max Strus', 'Caris LeVert')
CLE		|	('Donovan Mitchell', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Darius Garland')
CLE		|	('Caris LeVert', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Donovan Mitchell')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Donovan Mitchell')
CLE		|	('Caris LeVert', 'Evan Mobley', 'Jarrett Allen', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Isaac Okoro')
CLE		|	('Lamar Stevens', 'Kevin Love', 'Evan Mobley', 'Caris LeVert', 'Darius Garland')
CLE		|	('Caris LeVert', 'Lamar Stevens', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Lamar Stevens', 'Evan Mobley', 'Jarrett Allen', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Dean Wade', 'Evan Mobley', 'Robin Lopez', 'Darius Garland', 'Donovan Mitchell')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Dean Wade', 'Mamadi Diakite', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Lamar Stevens', 'Dean Wade', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Mamadi Diakite', 'Lamar Stevens', 'Evan Mobley', 'Darius Garland', 'Donovan Mitchell')
CLE		|	('Lamar Stevens', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Lamar Stevens', 'Kevin Love', 'Jarrett Allen', 'Donovan Mitchell', 'Caris LeVert')
CLE		|	('Lamar Stevens', 'Kevin Love', 'Jarrett Allen', 'Caris LeVert', 'Donovan Mitchell')
CLE		|	('Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Donovan Mitchell')
CLE		|	('Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Darius Garland')
CLE		|	('Evan Mobley', 'Isaac Okoro', 'Jarrett Allen', 'Darius Garland', 'Donovan Mitchell')
CLE		|	('Evan Mobley', 'Isaac Okoro', 'Jarrett Allen', 'Caris LeVert', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Caris LeVert', 'Raul Neto')
CLE		|	('Isaac Okoro', 'Lamar Stevens', 'Evan Mobley', 'Donovan Mitchell', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Lamar Stevens', 'Evan Mobley', 'Caris LeVert', 'Darius Garland')
CLE		|	('Lamar Stevens', 'Dean Wade', 'Robin Lopez', 'Cedi Osman', 'Ricky Rubio')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Cedi Osman', 'Ricky Rubio')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Collin Sexton', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Collin Sexton', 'Ricky Rubio')
CLE		|	('Evan Mobley', 'Lauri Markkanen', 'Jarrett Allen', 'Collin Sexton', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Darius Garland', 'Collin Sexton')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Collin Sexton', 'Darius Garland')
CLE		|	('Evan Mobley', 'Dean Wade', 'Jarrett Allen', 'Darius Garland', 'Collin Sexton')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Evan Mobley', 'Darius Garland', 'Ricky Rubio')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Ed Davis', 'Ricky Rubio', 'Darius Garland')
CLE		|	('Isaac Okoro', 'Dean Wade', 'Ed Davis', 'Darius Garland', 'Ricky Rubio')
CLE		|	('Dean Wade', 'Lauri Markkanen', 'Jarrett Allen', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Dean Wade', 'Jarrett Allen', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Dean Wade', 'Jarrett Allen', 'Lamar Stevens', 'Darius Garland')
CLE		|	('Caris LeVert', 'Lauri Markkanen', 'Moses Brown', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Dean Wade', 'Lauri Markkanen', 'Tacko Fall', 'Darius Garland', 'Ricky Rubio')
CLE		|	('Lauri Markkanen', 'Dean Wade', 'Kevin Love', 'Darius Garland', 'Ricky Rubio')
CLE		|	('Dean Wade', 'Lauri Markkanen', 'Evan Mobley', 'Isaac Okoro', 'Ricky Rubio')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Kevin Love', 'Isaac Okoro', 'Kevin Pangos')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Kevin Pangos')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Lamar Stevens', 'Darius Garland')
CLE		|	('Evan Mobley', 'Lauri Markkanen', 'Jarrett Allen', 'Lamar Stevens', 'Darius Garland')
CLE		|	('Dean Wade', 'Evan Mobley', 'Ed Davis', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Cedi Osman')
CLE		|	('Isaac Okoro', 'Evan Mobley', 'Jarrett Allen', 'Brandon Goodwin', 'Cedi Osman')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Brandon Goodwin')
CLE		|	('Dean Wade', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Caris LeVert')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Rajon Rondo')
CLE		|	('Lauri Markkanen', 'Evan Mobley', 'Jarrett Allen', 'Isaac Okoro', 'Brandon Goodwin')
CLE		|	('Dean Wade', 'Lauri Markkanen', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Dean Wade', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Dean Wade', 'Kevin Love', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lamar Stevens', 'Lauri Markkanen', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Lauri Markkanen', 'Kevin Love', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Caris LeVert', 'Lauri Markkanen', 'Evan Mobley', 'Isaac Okoro', 'Darius Garland')
CLE		|	('Caris LeVert', 'Lauri Markkanen', 'Moses Brown', 'Darius Garland', 'Isaac Okoro')
DAL		|	('Derrick Jones Jr.', 'Grant Williams', 'Maxi Kleber', 'Luka Doncic', 'Kyrie Irving')
DAL		|	('Derrick Jones Jr.', 'Grant Williams', 'Dereck Lively II', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'JaVale McGee', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'Dwight Powell', 'Luka Doncic', 'Spencer Dinwiddie')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'Dwight Powell', 'Josh Green', 'Spencer Dinwiddie')
DAL		|	('Dorian Finney-Smith', 'Reggie Bullock', 'Dwight Powell', 'Luka Doncic', 'Spencer Dinwiddie')
DAL		|	('Tim Hardaway Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Luka Doncic', 'Spencer Dinwiddie')
DAL		|	('Dorian Finney-Smith', 'Tim Hardaway Jr.', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Christian Wood', 'Dwight Powell', 'Tim Hardaway Jr.', 'Spencer Dinwiddie')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'Christian Wood', 'Tim Hardaway Jr.', 'Kemba Walker')
DAL		|	('Reggie Bullock', 'Dorian Finney-Smith', 'Christian Wood', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Reggie Bullock', 'Christian Wood', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Christian Wood', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Frank Ntilikina', 'Tim Hardaway Jr.', 'Christian Wood', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Tim Hardaway Jr.', 'Christian Wood', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Christian Wood', 'Dwight Powell', 'Tim Hardaway Jr.', 'Spencer Dinwiddie')
DAL		|	('Tim Hardaway Jr.', 'Reggie Bullock', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Christian Wood', 'Dwight Powell', 'Spencer Dinwiddie', 'Frank Ntilikina')
DAL		|	('Dorian Finney-Smith', 'Christian Wood', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Josh Green', 'Spencer Dinwiddie')
DAL		|	('Josh Green', 'Dorian Finney-Smith', 'Dwight Powell', 'Tim Hardaway Jr.', 'Spencer Dinwiddie')
DAL		|	('Josh Green', 'Reggie Bullock', 'Dwight Powell', 'Tim Hardaway Jr.', 'McKinley Wright IV')
DAL		|	('Josh Green', 'Reggie Bullock', 'Dwight Powell', 'Tim Hardaway Jr.', 'Kyrie Irving')
DAL		|	('Tim Hardaway Jr.', 'Josh Green', 'Dwight Powell', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Josh Green', 'Reggie Bullock', 'Dwight Powell', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Josh Green', 'Reggie Bullock', 'Dwight Powell', 'Frank Ntilikina', 'Luka Doncic')
DAL		|	('Justin Holiday', 'Reggie Bullock', 'Dwight Powell', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Reggie Bullock', 'Dwight Powell', 'Josh Green', 'Jaden Hardy')
DAL		|	('Reggie Bullock', 'Maxi Kleber', 'Dwight Powell', 'Josh Green', 'Jaden Hardy')
DAL		|	('Reggie Bullock', 'Maxi Kleber', 'Dwight Powell', 'Josh Green', 'Kyrie Irving')
DAL		|	('Reggie Bullock', 'Maxi Kleber', 'Dwight Powell', 'Josh Green', 'Luka Doncic')
DAL		|	('Reggie Bullock', 'Maxi Kleber', 'Dwight Powell', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Reggie Bullock', 'Dwight Powell', 'Kyrie Irving', 'Luka Doncic')
DAL		|	('Frank Ntilikina', 'Reggie Bullock', 'Dwight Powell', 'Jaden Hardy', 'Luka Doncic')
DAL		|	('Theo Pinson', 'Davis Bertans', 'Markieff Morris', 'Frank Ntilikina', 'Jaden Hardy')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Dwight Powell', 'Tim Hardaway Jr.', 'Luka Doncic')
DAL		|	('Reggie Bullock Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Tim Hardaway Jr.', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Dwight Powell', 'Tim Hardaway Jr.', 'Luka Doncic')
DAL		|	('Tim Hardaway Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic')
DAL		|	('Kristaps Porzingis', 'Jalen Brunson', 'Reggie Bullock Jr.', 'Sterling Brown', 'Trey Burke')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Dwight Powell', 'Tim Hardaway Jr.', 'Jalen Brunson')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Willie Cauley-Stein', 'Tim Hardaway Jr.', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Moses Brown', 'Tim Hardaway Jr.', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Dwight Powell', 'Reggie Bullock Jr.', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Dwight Powell', 'Reggie Bullock Jr.', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Dwight Powell', 'Reggie Bullock Jr.', 'Jalen Brunson')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Dwight Powell', 'Reggie Bullock Jr.', 'Jalen Brunson')
DAL		|	('Sterling Brown', 'Dorian Finney-Smith', 'Dwight Powell', 'Frank Ntilikina', 'Jalen Brunson')
DAL		|	('Sterling Brown', 'Kristaps Porzingis', 'Dwight Powell', 'Frank Ntilikina', 'Jalen Brunson')
DAL		|	('Dorian Finney-Smith', 'Kristaps Porzingis', 'Dwight Powell', 'Frank Ntilikina', 'Jalen Brunson')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Dwight Powell', 'Luka Doncic', 'Jalen Brunson')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic')
DAL		|	('Dorian Finney-Smith', 'Maxi Kleber', 'Kristaps Porzingis', 'Jalen Brunson', 'Luka Doncic')
DAL		|	('Reggie Bullock Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic')
DAL		|	('Josh Green', 'Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic')
DAL		|	('Reggie Bullock Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Luka Doncic', 'Jalen Brunson')
DAL		|	('Reggie Bullock Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Spencer Dinwiddie', 'Jalen Brunson')
DAL		|	('Reggie Bullock Jr.', 'Dorian Finney-Smith', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Reggie Bullock Jr.', 'Josh Green', 'Dwight Powell', 'Spencer Dinwiddie', 'Luka Doncic')
DAL		|	('Spencer Dinwiddie', 'Dorian Finney-Smith', 'Dwight Powell', 'Jalen Brunson', 'Luka Doncic')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Bruce Brown', 'Kentavious Caldwell-Pope')
DEN		|	('Bruce Brown', 'Aaron Gordon', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Bruce Brown', 'Jamal Murray')
DEN		|	('Aaron Gordon', 'Michael Porter Jr.', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Jamal Murray', 'Kentavious Caldwell-Pope')
DEN		|	('Michael Porter Jr.', 'Jeff Green', 'DeAndre Jordan', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Jeff Green', 'DeAndre Jordan', 'Kentavious Caldwell-Pope', 'Bruce Brown')
DEN		|	('Davon Reed', 'Aaron Gordon', 'Nikola Jokic', 'Bruce Brown', 'Kentavious Caldwell-Pope')
DEN		|	('Christian Braun', 'Aaron Gordon', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Zeke Nnaji', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Zeke Nnaji', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Bones Hyland')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'DeAndre Jordan', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Zeke Nnaji', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Bruce Brown', 'Aaron Gordon', 'Zeke Nnaji', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Vlatko Cancar', 'Aaron Gordon', 'Zeke Nnaji', 'Christian Braun', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Vlatko Cancar', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Michael Porter Jr.', 'Vlatko Cancar', 'DeAndre Jordan', 'Christian Braun', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Vlatko Cancar', 'Nikola Jokic', 'Kentavious Caldwell-Pope', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Thomas Bryant', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Christian Braun', 'Aaron Gordon', 'DeAndre Jordan', 'Bruce Brown', 'Reggie Jackson')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Jeff Green', 'Kentavious Caldwell-Pope', 'Jamal Murray')
DEN		|	('Christian Braun', 'Peyton Watson', 'DeAndre Jordan', 'Bruce Brown', 'Reggie Jackson')
DEN		|	('Christian Braun', 'Peyton Watson', 'Vlatko Cancar', 'Zeke Nnaji', 'Ish Smith')
DEN		|	('Peyton Watson', 'Vlatko Cancar', 'DeAndre Jordan', 'Christian Braun', 'Bruce Brown')
DEN		|	('Michael Porter Jr.', 'Aaron Gordon', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('Aaron Gordon', 'Jeff Green', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('Aaron Gordon', 'Jeff Green', 'JaMychal Green', 'Will Barton', 'Monte Morris')
DEN		|	('Aaron Gordon', 'Jeff Green', 'Nikola Jokic', 'Austin Rivers', 'Monte Morris')
DEN		|	('Will Barton', 'Aaron Gordon', 'Jeff Green', 'Austin Rivers', 'Monte Morris')
DEN		|	('Jeff Green', 'Aaron Gordon', 'JaMychal Green', 'Will Barton', 'Monte Morris')
DEN		|	('Aaron Gordon', 'Jeff Green', 'Nikola Jokic', 'Davon Reed', 'Monte Morris')
DEN		|	('Jeff Green', 'Aaron Gordon', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('Jeff Green', 'Vlatko Cancar', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('Will Barton', 'Jeff Green', 'Nikola Jokic', 'Austin Rivers', 'Monte Morris')
DEN		|	('Will Barton', 'Jeff Green', 'Nikola Jokic', 'Austin Rivers', 'Facundo Campazzo')
DEN		|	('Will Barton', 'Aaron Gordon', 'Nikola Jokic', 'Austin Rivers', 'Facundo Campazzo')
DEN		|	('Aaron Gordon', 'JaMychal Green', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('JaMychal Green', 'Aaron Gordon', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('JaMychal Green', 'Aaron Gordon', 'Nikola Jokic', 'Austin Rivers', 'Monte Morris')
DEN		|	('Will Barton', 'Aaron Gordon', 'Nikola Jokic', 'Austin Rivers', 'Monte Morris')
DEN		|	('Will Barton', 'Zeke Nnaji', 'Jeff Green', 'Austin Rivers', 'Monte Morris')
DEN		|	('Davon Reed', 'Jeff Green', 'Nikola Jokic', 'Will Barton', 'Monte Morris')
DEN		|	('Aaron Gordon', 'Jeff Green', 'Nikola Jokic', 'Will Barton', 'Bones Hyland')
DEN		|	('Aaron Gordon', 'Jeff Green', 'DeMarcus Cousins', 'Will Barton', 'Monte Morris')
DEN		|	('Davon Reed', 'Aaron Gordon', 'Nikola Jokic', 'Austin Rivers', 'Monte Morris')
DEN		|	('Jeff Green', 'Aaron Gordon', 'Nikola Jokic', 'Monte Morris', 'Will Barton')
DEN		|	('Austin Rivers', 'Jeff Green', 'DeMarcus Cousins', 'Bryn Forbes', 'Bones Hyland')
DET		|	('Ausar Thompson', 'Isaiah Stewart', 'Jalen Duren', 'Killian Hayes', 'Cade Cunningham')
DET		|	('Isaiah Stewart', 'Ausar Thompson', 'Jalen Duren', 'Cade Cunningham', 'Killian Hayes')
DET		|	('Jalen Duren', 'Cade Cunningham', 'Ausar Thompson', 'Isaiah Stewart', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Isaiah Stewart', 'Cade Cunningham', 'Jaden Ivey')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Isaiah Stewart', 'Jaden Ivey', 'Cade Cunningham')
DET		|	('Bojan Bogdanovic', 'Saddiq Bey', 'Isaiah Stewart', 'Cade Cunningham', 'Jaden Ivey')
DET		|	('Bojan Bogdanovic', 'Saddiq Bey', 'Isaiah Stewart', 'Cade Cunningham', 'Cory Joseph')
DET		|	('Bojan Bogdanovic', 'Saddiq Bey', 'Isaiah Stewart', 'Jaden Ivey', 'Cade Cunningham')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Isaiah Stewart', 'Jaden Ivey', 'Cory Joseph')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Isaiah Stewart', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Marvin Bagley III', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Marvin Bagley III', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Isaiah Livers', 'Bojan Bogdanovic', 'Marvin Bagley III', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Isaiah Livers', 'Bojan Bogdanovic', 'Marvin Bagley III', 'Rodney McGruder', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Isaiah Livers', 'Marvin Bagley III', 'Rodney McGruder', 'Killian Hayes')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Marvin Bagley III', 'Isaiah Livers', 'Killian Hayes')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Jalen Duren', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Jalen Duren', 'Killian Hayes', 'Jaden Ivey')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Jalen Duren', 'Saddiq Bey', 'Jaden Ivey')
DET		|	('Saddiq Bey', 'Kevin Knox II', 'Nerlens Noel', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Nerlens Noel', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Isaiah Livers', 'Isaiah Stewart', 'Jaden Ivey', 'Killian Hayes')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Jalen Duren', 'Isaiah Livers', 'Jaden Ivey')
DET		|	('Bojan Bogdanovic', 'Saddiq Bey', 'Jalen Duren', 'Alec Burks', 'Jaden Ivey')
DET		|	('Saddiq Bey', 'Bojan Bogdanovic', 'Jalen Duren', 'Alec Burks', 'Jaden Ivey')
DET		|	('Isaiah Livers', 'Marvin Bagley III', 'James Wiseman', 'Rodney McGruder', 'Jaden Ivey')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'Jalen Duren', 'Alec Burks', 'Jaden Ivey')
DET		|	('Bojan Bogdanovic', 'Isaiah Stewart', 'James Wiseman', 'Jaden Ivey', 'Killian Hayes')
